ensembl_gene_id_version	logFC	AveExpr	t	P.Value	adj.P.Val	B	biotype	symbol
ENSG00000001036.11	3.91967411679118	6.46787396216033	4.39409764042797	0.000652926636875854	0.00353979901769252	-1.29039492889603	protein_coding	FUCA2
ENSG00000001460.15	-0.681807679926155	2.44414245603871	-5.09895419003517	0.000177000558104551	0.00125201280874065	0.400755652591121	protein_coding	STPG1
ENSG00000001497.14	0.568371207945193	6.11741339708129	6.4917560531557	1.62982051560723e-05	0.000197597565583976	2.33234969894257	protein_coding	LAS1L
ENSG00000001617.9	0.905471794102192	6.21893321297328	6.14619129643726	2.87255253393006e-05	0.000308245045154091	1.82161262537036	protein_coding	SEMA3F
ENSG00000001626.12	1.96955134604311	-1.70451340541239	5.02838995209972	0.000201146845343035	0.00138705149891846	0.729730536219527	protein_coding	CFTR
ENSG00000001629.7	0.528865756009985	6.29769632232045	6.23542155812485	2.47758123996751e-05	0.000273416791236108	1.87175368575669	protein_coding	ANKIB1
ENSG00000001630.13	0.355505671202756	3.85865912336281	2.78955596286011	0.0147944332882231	0.0427192971591722	-4.31438814797074	protein_coding	CYP51A1
ENSG00000001631.12	0.482853674289745	5.6823963659942	6.37477705702386	1.97086791164086e-05	0.000228744090731524	2.14901892874813	protein_coding	KRIT1
ENSG00000002587.7	1.62102042435112	3.12979607786222	5.91053816922475	4.26806734234716e-05	0.000410788889055333	1.67921823782191	protein_coding	HS3ST1
ENSG00000002726.17	6.60515955473298	-0.00124866830422689	12.0582730913276	1.20212669630278e-08	1.08129528499058e-06	10.3360418226905	protein_coding	AOC1
ENSG00000002746.12	5.00400365575336	-1.28431870425257	16.5595107979666	2.08390528711206e-10	8.79048737146269e-08	14.0423767306386	protein_coding	HECW1
ENSG00000002834.15	0.381527200986054	7.58242335583968	2.7907578692913	0.0147598569850397	0.0426504204832611	-4.69832018982087	protein_coding	LASP1
ENSG00000002933.5	3.70857700794866	-5.13949921706612	6.75565249283733	1.06896941269407e-05	0.00014449395387278	3.60142208741378	protein_coding	TMEM176A
ENSG00000003056.5	-0.30171423081135	6.52178966171777	-3.0999573691446	0.00806096385099374	0.0264688688200796	-4.05601696960215	protein_coding	M6PR
ENSG00000003137.6	4.47349078260013	-1.80080020840777	9.11586980348578	3.63874576625404e-07	1.18071026415347e-05	6.9909082183708	protein_coding	CYP26B1
ENSG00000003249.11	-0.856754636802946	5.55145445641528	-7.78187555717043	2.26257232718034e-06	4.37943786050586e-05	4.47907891110761	protein_coding	DBNDD1
ENSG00000003393.12	0.362686144146749	5.80900594643664	3.73035876434956	0.00234194978962061	0.0097379577758086	-2.76614053097501	protein_coding	ALS2
ENSG00000003400.12	1.01275769246716	3.31718631015369	3.87970222710699	0.00175148549631597	0.00774337624735574	-2.0423198457672	protein_coding	CASP10
ENSG00000003402.17	-0.357914911430561	6.12609381532075	-3.26496937375311	0.00582952318336942	0.0203721060140432	-3.72706858783873	protein_coding	CFLAR
ENSG00000003989.14	0.75437483612968	5.28148693838643	4.06392921911184	0.00122669984007877	0.00584293203542107	-2.16559032819981	protein_coding	SLC7A2
ENSG00000004059.8	0.29399145973014	6.46348777039499	2.83718479656193	0.0134831661344941	0.0397205469773066	-4.56612617599493	protein_coding	ARF5
ENSG00000004455.14	-0.239853397452425	7.47818827587211	-2.73881946371118	0.0163285113541372	0.0462055700659636	-4.81065091128519	protein_coding	AK2
ENSG00000004468.10	1.24179852924904	-2.24218138027032	4.29916182275355	0.000781864686232317	0.00409441382991435	-0.6911339546171	protein_coding	CD38
ENSG00000004487.13	-0.325567561576951	7.22682081695277	-2.86428987380787	0.0127885647606822	0.0381706753000915	-4.54855923283524	protein_coding	KDM1A
ENSG00000004848.6	1.40969266709273	1.00699538371384	5.96562227032321	3.88807329421066e-05	0.000382645218085914	2.20275127846604	protein_coding	ARX
ENSG00000004866.16	2.31062601822067	6.02486788066768	14.9942678009709	7.53492280422661e-10	1.80734726792361e-07	12.7998872301943	protein_coding	ST7
ENSG00000004897.9	-0.288214225982187	6.76299300959114	-3.03850307079091	0.0090938949935508	0.0290952314518391	-4.1982153830863	protein_coding	CDC27
ENSG00000004961.12	0.477889335174838	4.79132725023251	4.22870921901378	0.000894281333658749	0.00454119699238168	-1.71289959302228	protein_coding	HCCS
ENSG00000005007.10	-0.447833836944108	6.79783524259698	-5.65542476734886	6.6095890070172e-05	0.000574458986307932	0.838419487165478	protein_coding	UPF1
ENSG00000005020.10	1.12314722631141	4.38199062007304	6.03181276269491	3.47788187613802e-05	0.000355429649045918	1.61299004986328	protein_coding	SKAP2
ENSG00000005022.5	0.352551578764574	8.77124753183358	3.27390945449795	0.00572802612674076	0.0200713430771023	-3.83463316403036	protein_coding	SLC25A5
ENSG00000005059.13	1.63133189944596	1.51630249825894	3.82245005046893	0.00195749168249405	0.00845401438727263	-1.74055641434541	protein_coding	CCDC109B
ENSG00000005073.5	2.38826418028645	1.36508915641908	6.86544597217607	8.99415562951643e-06	0.000126176038779673	3.57766480747193	protein_coding	HOXA11
ENSG00000005075.13	0.544599411505558	5.09147859597674	5.9996449697609	3.67124306828619e-05	0.000368268277608405	1.56659990906363	protein_coding	POLR2J
ENSG00000005108.13	-2.86748353035503	4.41357360218762	-4.56688433513357	0.00047152754140946	0.00273180033817756	-1.01977266233266	protein_coding	THSD7A
ENSG00000005187.9	0.611020445658154	4.12083477524987	3.09551263092211	0.00813159451530431	0.0266578576191123	-4.00498632644574	protein_coding	ACSM3
ENSG00000005189.17	-0.50504094342671	4.49865775792123	-4.27080550503363	0.000825254241571374	0.00426053392578291	-1.62377403915104	protein_coding	AC004381.6
ENSG00000005249.10	2.4069510367937	3.37577837320841	6.86381712859976	9.01712324917687e-06	0.000126367766219161	3.03923986309905	protein_coding	PRKAR2B
ENSG00000005302.15	0.404805759554112	4.92766744307806	3.43331776644494	0.00418839176840999	0.0155892047293861	-3.29605166992579	protein_coding	MSL3
ENSG00000005379.13	1.99882810499011	4.80368191315311	7.80456639361187	2.18951588447831e-06	4.26842196252162e-05	4.64453675888379	protein_coding	BZRAP1
ENSG00000005381.7	3.122866581859	-4.11895289226979	5.781683228102	5.31714847892749e-05	0.000485408039871045	2.19009729563661	protein_coding	MPO
ENSG00000005421.6	3.40792379372118	-4.3670139889364	5.72761277283441	5.83484311224269e-05	0.000520245158834292	2.05475358648343	protein_coding	PON1
ENSG00000005448.14	-0.583255952313779	4.31710270489865	-4.15407816503663	0.00103159030244112	0.00508233756333556	-1.71356368986449	protein_coding	WDR54
ENSG00000005469.9	1.31988144017828	5.02110052975647	6.01062947636045	3.6039770890764e-05	0.000363607849325126	1.51778256116953	protein_coding	CROT
ENSG00000005471.13	0.653857557842834	-0.878682735135876	3.00021210654045	0.00980276449042744	0.0309152069204534	-3.24928604647543	protein_coding	ABCB4
ENSG00000005513.9	-2.35008818553509	-0.62135227472081	-5.19594336298873	0.000148628996778343	0.00108970843127928	0.83684170585759	protein_coding	SOX8
ENSG00000005801.14	-0.303181616485605	5.59506820361435	-3.07229425512104	0.00851066805682903	0.0276339754052261	-4.06168402040786	protein_coding	ZNF195
ENSG00000005810.15	-1.04109091779918	7.68853842015945	-9.0625916880953	3.89943813150337e-07	1.24547850294205e-05	6.1619234024699	protein_coding	MYCBP2
ENSG00000005812.8	-0.525262480529237	6.16250225180106	-4.29765109115531	0.000784116098283141	0.00410203212444016	-1.70523548696902	protein_coding	FBXL3
ENSG00000005882.9	1.19620499869863	4.36592478175505	6.47489641418701	1.67487494058749e-05	0.000201760168864665	2.49603135794589	protein_coding	PDK2
ENSG00000005884.15	1.22827185020282	4.18870102057303	4.94875028645953	0.000232558909547799	0.00156238842364666	-0.115667871487107	protein_coding	ITGA3
ENSG00000005889.13	0.429521190845824	6.40937387285911	5.28915784843922	0.000125805424832999	0.000952337723998807	0.170409488564177	protein_coding	ZFX
ENSG00000005893.13	0.345008840851715	7.88736201224081	2.79229096231628	0.014715867904295	0.0425728300989101	-4.75251621136624	protein_coding	LAMP2
ENSG00000005961.15	3.18132535415756	-0.278224420662306	14.1199027202369	1.6295159036033e-09	2.9498615225062e-07	12.2980474708704	protein_coding	ITGA2B
ENSG00000006007.9	0.43677028968398	7.95119222550655	3.59574262665161	0.00304643540176792	0.0119771956515594	-3.16923202902894	protein_coding	GDE1
