Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	biotype
336	A_23_P16523	0.5321	17.2340083333333	4.58359092163646	0.000878873070481121	0.0324337302201302	-0.495008803806278	GDF15	protein_coding
2848	P_132652	0.367266666666666	16.8681833333333	4.89118494357132	0.000542783857313222	0.0238564938048442	-0.0120066667435745	COMT	protein_coding
714	A_23_P408095	0.34466666666667	15.90645	4.27351766755508	0.00144770556164004	0.0445497328914727	-0.995124000475247	DSTN	protein_coding
3297	P_144458	-0.378599999999999	15.8282416666667	-4.21026544439282	0.00160540402323119	0.0477052412273629	-1.09866420521066	CBX3	protein_coding
3318	P_145383	-0.80806666666667	15.8269333333333	-4.53751115868781	0.000945750475818453	0.0339880681010816	-0.568516555872896	MCM7	protein_coding
415	A_23_P208009	0.613866666666665	15.6748416666667	6.88501237431089	3.29098107593662e-05	0.00405385456482211	2.77456252466599	SEC11C	protein_coding
2464	P_119811	-0.426099999999996	15.6648416666667	-4.4632724658299	0.00106502123237227	0.0367350607261699	-0.68755375484051	APRT	protein_coding
3182	P_141824	-0.880633333333334	15.6514416666667	-5.59319534117386	0.000190035730940272	0.0120425354139341	1.03772122756662	HIST1H4C	protein_coding
3022	P_137968	0.468099999999996	15.5984416666667	5.35122484340436	0.000270705584995533	0.015125191410272	0.684346537742156	SCARB2	protein_coding
126	A_23_P107421	-1.5538	15.5922083333333	-5.70266942916718	0.000162365134561002	0.0108091061202158	1.19465369703664	TK1	protein_coding
303	A_23_P15621	-0.881299999999998	15.4898333333333	-6.60330730904661	4.73432597018337e-05	0.00502322875532512	2.41685755718841	PRAC1	protein_coding
629	A_23_P350045	0.374999999999996	15.4289333333333	4.33965955069574	0.00130008050989202	0.0417260882540254	-0.887387825178852	REEP5	protein_coding
3702	P_204633	0.4618	15.304575	4.63208264459119	0.000813854980287711	0.0307641394866962	-0.4179710741006	MGST3	protein_coding
4289	P_221086	0.364633333333334	15.231825	4.22036076211578	0.00157907300251887	0.0472232113251781	-1.08210584952702	DHRS7	protein_coding
2294	P_115158	0.469199999999997	15.2074583333333	4.28770984652493	0.00141460869974035	0.0439313981975923	-0.971960324842446	ARG2	protein_coding
3310	P_144779	-0.476199999999999	15.1769666666667	-4.9408233913531	0.000502800725191038	0.0227201376417144	0.0646541481766425	H2AFV	protein_coding
2987	P_137092	0.718066666666665	15.1467416666667	4.19165243526658	0.00165516517417006	0.0485961485584092	-1.12922563728153	FGFRL1	protein_coding
933	A_23_P83857	-0.894233333333331	15.0691416666667	-7.43128748579876	1.67143095361082e-05	0.00276821093227141	3.43646078055945	MAOA	protein_coding
1167	A_24_P331904	-0.581499999999998	15.0472583333333	-4.80709392282941	0.000618400322498017	0.0258820026093063	-0.142700081643005	COMMD4	protein_coding
2448	P_119071	-0.669099999999998	14.968625	-7.28878833600052	1.98773160837916e-05	0.00308875517773322	3.26774521071527	NUP93	protein_coding
3488	P_149822	-0.579666666666665	14.934225	-4.96021730755686	0.000488038201916677	0.0223509468812028	0.0945069422800691	WDR34	protein_coding
1203	A_24_P377269	-0.491566666666671	14.9209916666667	-4.35302574789619	0.00127221853806311	0.0411735113682127	-0.865683773939013	HSPA4	protein_coding
6014	P_311042	-0.56426666666667	14.91395	-6.04413686698871	0.00010045424131683	0.0079457219640141	1.67240030980612	CLASP1	protein_coding
6067	P_315091	-0.623433333333331	14.9028583333333	-5.15040636098851	0.000365401765877744	0.0184151773791883	0.384290369531645	CBWD5	protein_coding
2160	P_111493	-0.434766666666663	14.8966	-5.46611224528491	0.000228607072505136	0.0135648193215209	0.853245118373872	TMBIM6	protein_coding
4003	P_212849	0.537833333333333	14.844925	5.74890488162635	0.000152001446717388	0.0103669126778484	1.26038211176728	CWC15	protein_coding
741	A_23_P42498	0.459900000000003	14.8447333333333	4.61410697865564	0.000837344006297884	0.0314216430674159	-0.446490380676435	SNX3	protein_coding
